mmsi,geartype,secondary geartype,length,tonnage,country
200006709,Fishing vessel,Fishing vessel,,,
200006733,Fishing vessel,Fishing vessel,,,
200006819,Fishing vessel,Fishing vessel,,,
200006824,Fishing vessel,Fishing vessel,,,
200006925,Fishing vessel,Fishing vessel,,,
200006957,Fishing vessel,Fishing vessel,,,
200006960,Fishing vessel,Fishing vessel,,,
200006986,Fishing vessel,Fishing vessel,,,
200006995,Fishing vessel,Fishing vessel,,,
200007006,Fishing vessel,Fishing vessel,,,
200007007,Fishing vessel,Fishing vessel,,,
200007041,Fishing vessel,Fishing vessel,,,
200007067,Fishing vessel,Fishing vessel,,,
200007087,Fishing vessel,Fishing vessel,,,
200007113,Fishing vessel,Fishing vessel,,,
200007131,Fishing vessel,Fishing vessel,,,
200007145,Fishing vessel,Fishing vessel,,,
200007181,Fishing vessel,Fishing vessel,,,
200007198,Fishing vessel,Fishing vessel,,,
200007227,Fishing vessel,Fishing vessel,,,
200007267,Fishing vessel,Fishing vessel,,,
200007342,Fishing vessel,Fishing vessel,,,
200007435,Fishing vessel,Fishing vessel,,,
200007443,Fishing vessel,Fishing vessel,,,
200007447,Fishing vessel,Fishing vessel,,,
200007485,Fishing vessel,Fishing vessel,,,
200007491,Fishing vessel,Fishing vessel,,,
200007536,Fishing vessel,Fishing vessel,,,
200007537,Fishing vessel,Fishing vessel,,,
200007538,Fishing vessel,Fishing vessel,,,
200007539,Fishing vessel,Fishing vessel,,,
200007542,Fishing vessel,Fishing vessel,,,
200007554,Fishing vessel,Fishing vessel,,,
200007556,Fishing vessel,Fishing vessel,,,
200007570,Fishing vessel,Fishing vessel,,,
200007596,Fishing vessel,Fishing vessel,,,
200007607,Fishing vessel,Fishing vessel,,,
200007615,Fishing vessel,Fishing vessel,,,
200007627,Fishing vessel,Fishing vessel,,,
200007633,Fishing vessel,Fishing vessel,,,
200007666,Fishing vessel,Fishing vessel,,,
200007678,Fishing vessel,Fishing vessel,,,
200007680,Fishing vessel,Fishing vessel,,,
200007686,Fishing vessel,Fishing vessel,,,
200007697,Fishing vessel,Fishing vessel,,,
200007699,Fishing vessel,Fishing vessel,,,
200007704,Fishing vessel,Fishing vessel,,,
200007754,Fishing vessel,Fishing vessel,,,
200007788,Fishing vessel,Fishing vessel,,,
200007809,Fishing vessel,Fishing vessel,,,
200007811,Fishing vessel,Fishing vessel,,,
200007812,Fishing vessel,Fishing vessel,,,
200007814,Fishing vessel,Fishing vessel,,,
200007842,Fishing vessel,Fishing vessel,,,
200007884,Fishing vessel,Fishing vessel,,,
200007900,Fishing vessel,Fishing vessel,,,
200007909,Fishing vessel,Fishing vessel,,,
200007910,Fishing vessel,Fishing vessel,,,
200007921,Fishing vessel,Fishing vessel,,,
200007977,Fishing vessel,Fishing vessel,,,
200007982,Fishing vessel,Fishing vessel,,,
200008065,Fishing vessel,Fishing vessel,,,
200008094,Fishing vessel,Fishing vessel,,,
200008102,Fishing vessel,Fishing vessel,,,
200008179,Fishing vessel,Fishing vessel,,,
200008261,Fishing vessel,Fishing vessel,,,
200008265,Fishing vessel,Fishing vessel,,,
200008284,Fishing vessel,Fishing vessel,,,
200008297,Fishing vessel,Fishing vessel,,,
200008298,Fishing vessel,Fishing vessel,,,
200008317,Fishing vessel,Fishing vessel,,,
200008320,Fishing vessel,Fishing vessel,,,
200008329,Fishing vessel,Fishing vessel,,,
200008347,Fishing vessel,Fishing vessel,,,
200008352,Fishing vessel,Fishing vessel,,,
200008388,Fishing vessel,Fishing vessel,,,
200008449,Fishing vessel,Fishing vessel,,,
200008455,Fishing vessel,Fishing vessel,,,
200008534,Fishing vessel,Fishing vessel,,,
200008561,Fishing vessel,Fishing vessel,,,
200008562,Fishing vessel,Fishing vessel,,,
200008564,Fishing vessel,Fishing vessel,,,
200008575,Fishing vessel,Fishing vessel,,,
200008576,Fishing vessel,Fishing vessel,,,
200008636,Fishing vessel,Fishing vessel,,,
200008650,Drifting longlines,Drifting longlines,37.079999999999991,265.0,
200008651,Fishing vessel,Fishing vessel,,,
200008653,Fishing vessel,Fishing vessel,,,
200008670,Fishing vessel,Fishing vessel,,,
200008750,Fishing vessel,Fishing vessel,,,
200008765,Fishing vessel,Fishing vessel,,,
200008778,Fishing vessel,Fishing vessel,,,
200008797,Fishing vessel,Fishing vessel,,,
200008807,Fishing vessel,Fishing vessel,,,
200008819,Fishing vessel,Fishing vessel,,,
200008821,Fishing vessel,Fishing vessel,,,
200008851,Fishing vessel,Fishing vessel,,,
200008874,Fishing vessel,Fishing vessel,,,
200008911,Fishing vessel,Fishing vessel,,,
200008947,Fishing vessel,Fishing vessel,,,
200008951,Fishing vessel,Fishing vessel,,,
200008953,Fishing vessel,Fishing vessel,,,
200008955,Fishing vessel,Fishing vessel,,,
200008977,Fishing vessel,Fishing vessel,,,
200008994,Fishing vessel,Fishing vessel,,,
200008999,Fishing vessel,Fishing vessel,,,
200009026,Fishing vessel,Fishing vessel,,,
200009075,Fishing vessel,Fishing vessel,,,
200009089,Fishing vessel,Fishing vessel,,,
200009109,Fishing vessel,Fishing vessel,,,
200009155,Fishing vessel,Fishing vessel,,,
200009219,Fishing vessel,Fishing vessel,,,
200009229,Fishing vessel,Fishing vessel,,,
200009257,Fishing vessel,Fishing vessel,,,
200009260,Fishing vessel,Fishing vessel,,,
200009290,Fishing vessel,Fishing vessel,,,
200009295,Fishing vessel,Fishing vessel,,,
200009326,Fishing vessel,Fishing vessel,,,
200009330,Fishing vessel,Fishing vessel,,,
200009387,Fishing vessel,Fishing vessel,,,
200009398,Fishing vessel,Fishing vessel,,,
200009440,Fishing vessel,Fishing vessel,,,
200009448,Fishing vessel,Fishing vessel,,,
200009471,Fishing vessel,Fishing vessel,,,
200009490,Fishing vessel,Fishing vessel,,,
200009517,Fishing vessel,Fishing vessel,,,
200009519,Fishing vessel,Fishing vessel,,,
200009541,Fishing vessel,Fishing vessel,,,
200009543,Fishing vessel,Fishing vessel,,,
200009547,Fishing vessel,Fishing vessel,,,
200009579,Fishing vessel,Fishing vessel,,,
200009635,Fishing vessel,Fishing vessel,,,
200009655,Fishing vessel,Fishing vessel,,,
200009668,Fishing vessel,Fishing vessel,,,
200009672,Fishing vessel,Fishing vessel,,,
200009674,Fishing vessel,Fishing vessel,,,
200009677,Fishing vessel,Fishing vessel,,,
200009689,Fishing vessel,Fishing vessel,,,
200009697,Fishing vessel,Fishing vessel,,,
200009699,Fishing vessel,Fishing vessel,,,
200009710,Fishing vessel,Fishing vessel,,,
200009713,Fishing vessel,Fishing vessel,,,
200009727,Fishing vessel,Fishing vessel,,,
200009754,Fishing vessel,Fishing vessel,,,
200009757,Fishing vessel,Fishing vessel,,,
200009760,Fishing vessel,Fishing vessel,,,
200009764,Fishing vessel,Fishing vessel,,,
200009783,Fishing vessel,Fishing vessel,,,
200009830,Fishing vessel,Fishing vessel,,,
200009910,Fishing vessel,Fishing vessel,,,
200009939,Fishing vessel,Fishing vessel,,,
200010003,Fishing vessel,Fishing vessel,,,
200010018,Fishing vessel,Fishing vessel,,,
200010052,Fishing vessel,Fishing vessel,,,
200010065,Fishing vessel,Fishing vessel,,,
200010069,Fishing vessel,Fishing vessel,,,
200010114,Fishing vessel,Fishing vessel,,,
200010128,Fishing vessel,Fishing vessel,,,
200010133,Fishing vessel,Fishing vessel,,,
200010197,Fishing vessel,Fishing vessel,,,
200010231,Fishing vessel,Fishing vessel,,,
200010238,Fishing vessel,Fishing vessel,,,
200010284,Fishing vessel,Fishing vessel,,,
200010286,Fishing vessel,Fishing vessel,,,
200010309,Fishing vessel,Fishing vessel,,,
200010311,Fishing vessel,Fishing vessel,,,
200010343,Fishing vessel,Fishing vessel,,,
200010372,Fishing vessel,Fishing vessel,,,
200010413,Fishing vessel,Fishing vessel,,,
200010429,Fishing vessel,Fishing vessel,,,
200010530,Fishing vessel,Fishing vessel,,,
200010546,Fishing vessel,Fishing vessel,,,
200010550,Fishing vessel,Fishing vessel,,,
200010569,Fishing vessel,Fishing vessel,,,
200010629,Fishing vessel,Fishing vessel,,,
200010630,Fishing vessel,Fishing vessel,,,
200010631,Fishing vessel,Fishing vessel,,,
200010637,Fishing vessel,Fishing vessel,,,
200010640,Fishing vessel,Fishing vessel,,,
200010660,Fishing vessel,Fishing vessel,,,
200010679,Fishing vessel,Fishing vessel,,,
200010788,Fishing vessel,Fishing vessel,,,
200010789,Fishing vessel,Fishing vessel,,,
200010801,Fishing vessel,Fishing vessel,,,
200010879,Fishing vessel,Fishing vessel,,,
200010882,Fishing vessel,Fishing vessel,,,
200010889,Fishing vessel,Fishing vessel,,,
200010892,Fishing vessel,Fishing vessel,,,
200010895,Fishing vessel,Fishing vessel,,,
200010930,Fishing vessel,Fishing vessel,,,
200010940,Fishing vessel,Fishing vessel,,,
200010969,Fishing vessel,Fishing vessel,,,
200010973,Fishing vessel,Fishing vessel,,,
200010976,Fishing vessel,Fishing vessel,,,
200011042,Fishing vessel,Fishing vessel,,,
200011083,Fishing vessel,Fishing vessel,,,
200011088,Fishing vessel,Fishing vessel,,,
200011158,Fishing vessel,Fishing vessel,,,
200011299,Fishing vessel,Fishing vessel,,,
200011317,Fishing vessel,Fishing vessel,,,
200011325,Fishing vessel,Fishing vessel,,,
200011328,Fishing vessel,Fishing vessel,,,
200011329,Fishing vessel,Fishing vessel,,,
200011333,Fishing vessel,Fishing vessel,,,
200011336,Fishing vessel,Fishing vessel,,,
200011343,Fishing vessel,Fishing vessel,,,
200011356,Fishing vessel,Fishing vessel,,,
200011402,Fishing vessel,Fishing vessel,,,
200011411,Fishing vessel,Fishing vessel,,,
200011421,Fishing vessel,Fishing vessel,,,
200011460,Fishing vessel,Fishing vessel,,,
200011468,Fishing vessel,Fishing vessel,,,
200011496,Fishing vessel,Fishing vessel,,,
200011583,Fishing vessel,Fishing vessel,,,
200011590,Fishing vessel,Fishing vessel,,,
200011627,Fishing vessel,Fishing vessel,,,
200011659,Fishing vessel,Fishing vessel,,,
200011660,Fishing vessel,Fishing vessel,,,
200011715,Fishing vessel,Fishing vessel,,,
200011741,Fishing vessel,Fishing vessel,,,
200011753,Fishing vessel,Fishing vessel,,,
200011758,Fishing vessel,Fishing vessel,,,
200011780,Fishing vessel,Fishing vessel,,,
200011802,Fishing vessel,Fishing vessel,,,
200011811,Fishing vessel,Fishing vessel,,,
200011832,Fishing vessel,Fishing vessel,,,
200011839,Fishing vessel,Fishing vessel,,,
200011870,Fishing vessel,Fishing vessel,,,
200011874,Fishing vessel,Fishing vessel,,,
200011880,Fishing vessel,Fishing vessel,,,
200011888,Fishing vessel,Fishing vessel,,,
200011892,Fishing vessel,Fishing vessel,,,
200011895,Fishing vessel,Fishing vessel,,,
200011903,Fishing vessel,Fishing vessel,,,
200011919,Fishing vessel,Fishing vessel,,,
200011923,Fishing vessel,Fishing vessel,,,
200011932,Fishing vessel,Fishing vessel,,,
200011935,Fishing vessel,Fishing vessel,,,
200011951,Fishing vessel,Fishing vessel,,,
200011959,Fishing vessel,Fishing vessel,,,
200011982,Fishing vessel,Fishing vessel,,,
200011995,Fishing vessel,Fishing vessel,,,
200011996,Fishing vessel,Fishing vessel,,,
200011998,Fishing vessel,Fishing vessel,,,
200012011,Fishing vessel,Fishing vessel,,,
200012023,Fishing vessel,Fishing vessel,,,
200012060,Fishing vessel,Fishing vessel,,,
200012243,Fishing vessel,Fishing vessel,,,
200012263,Fishing vessel,Fishing vessel,,,
200012265,Fishing vessel,Fishing vessel,,,
200012277,Fishing vessel,Fishing vessel,,,
200012279,Fishing vessel,Fishing vessel,,,
200012283,Fishing vessel,Fishing vessel,,,
200012291,Fishing vessel,Fishing vessel,,,
200012292,Fishing vessel,Fishing vessel,,,
200012309,Fishing vessel,Fishing vessel,,,
200012318,Fishing vessel,Fishing vessel,,,
200012320,Fishing vessel,Fishing vessel,,,
200012330,Fishing vessel,Fishing vessel,,,
200012354,Fishing vessel,Fishing vessel,,,
200012357,Fishing vessel,Fishing vessel,,,
200012395,Fishing vessel,Fishing vessel,,,
200012446,Fishing vessel,Fishing vessel,,,
200012447,Fishing vessel,Fishing vessel,,,
200012598,Fishing vessel,Fishing vessel,,,
200012608,Fishing vessel,Fishing vessel,,,
200012611,Fishing vessel,Fishing vessel,,,
200012634,Fishing vessel,Fishing vessel,,,
200012667,Fishing vessel,Fishing vessel,,,
200012739,Fishing vessel,Fishing vessel,,,
200012743,Fishing vessel,Fishing vessel,,,
200012784,Fishing vessel,Fishing vessel,,,
200012816,Fishing vessel,Fishing vessel,,,
200012862,Fishing vessel,Fishing vessel,,,
200012874,Fishing vessel,Fishing vessel,,,
200012877,Fishing vessel,Fishing vessel,,,
200012894,Fishing vessel,Fishing vessel,,,
200012897,Fishing vessel,Fishing vessel,,,
200012915,Fishing vessel,Fishing vessel,,,
200012939,Fishing vessel,Fishing vessel,,,
200012943,Fishing vessel,Fishing vessel,,,
200012951,Fishing vessel,Fishing vessel,,,
200012954,Fishing vessel,Fishing vessel,,,
200012976,Fishing vessel,Fishing vessel,,,
200013008,Fishing vessel,Fishing vessel,,,
200013012,Fishing vessel,Fishing vessel,,,
200013019,Fishing vessel,Fishing vessel,,,
200013020,Fishing vessel,Fishing vessel,,,
200013040,Fishing vessel,Fishing vessel,,,
200013056,Fishing vessel,Fishing vessel,,,
200013063,Fishing vessel,Fishing vessel,,,
200013073,Fishing vessel,Fishing vessel,,,
200013082,Fishing vessel,Fishing vessel,,,
200013089,Fishing vessel,Fishing vessel,,,
200013126,Fishing vessel,Fishing vessel,,,
200013127,Fishing vessel,Fishing vessel,,,
200013132,Fishing vessel,Fishing vessel,,,
200013173,Fishing vessel,Fishing vessel,,,
200013174,Fishing vessel,Fishing vessel,,,
200013216,Fishing vessel,Fishing vessel,,,
200013232,Fishing vessel,Fishing vessel,,,
200013237,Fishing vessel,Fishing vessel,,,
200013240,Fishing vessel,Fishing vessel,,,
200013264,Fishing vessel,Fishing vessel,,,
200013274,Fishing vessel,Fishing vessel,,,
200013308,Fishing vessel,Fishing vessel,,,
200013312,Fishing vessel,Fishing vessel,,,
200013314,Fishing vessel,Fishing vessel,,,
200013317,Fishing vessel,Fishing vessel,,,
200013321,Fishing vessel,Fishing vessel,,,
200013325,Fishing vessel,Fishing vessel,,,
200013374,Fishing vessel,Fishing vessel,,,
200013375,Fishing vessel,Fishing vessel,,,
200013395,Fishing vessel,Fishing vessel,,,
200013417,Fishing vessel,Fishing vessel,,,
200013437,Fishing vessel,Fishing vessel,,,
200013450,Fishing vessel,Fishing vessel,,,
200013491,Fishing vessel,Fishing vessel,,,
200013633,Fishing vessel,Fishing vessel,,,
200013683,Fishing vessel,Fishing vessel,,,
200013693,Fishing vessel,Fishing vessel,,,
200013805,Fishing vessel,Fishing vessel,,,
200013809,Fishing vessel,Fishing vessel,,,
200013850,Fishing vessel,Fishing vessel,,,
200013930,Fishing vessel,Fishing vessel,,,
200013949,Fishing vessel,Fishing vessel,,,
200013977,Fishing vessel,Fishing vessel,,,
200014064,Fishing vessel,Fishing vessel,,,
200014065,Fishing vessel,Fishing vessel,,,
200014081,Fishing vessel,Fishing vessel,,,
200014089,Fishing vessel,Fishing vessel,,,
200014140,Fishing vessel,Fishing vessel,,,
200014205,Fishing vessel,Fishing vessel,,,
200014335,Fishing vessel,Fishing vessel,,,
200014455,Fishing vessel,Fishing vessel,,,
200014564,Fishing vessel,Fishing vessel,,,
200015788,Fishing vessel,Fishing vessel,,,
200026187,Fishing vessel,Fishing vessel,,,
200032530,Fishing vessel,Fishing vessel,,,
200040127,Fishing vessel,Fishing vessel,,,
200040128,Fishing vessel,Fishing vessel,,,
200045288,Fishing vessel,Fishing vessel,,,
200050493,Fishing vessel,Fishing vessel,,,
200050570,Fishing vessel,Fishing vessel,,,
200050890,Fishing vessel,Fishing vessel,,,
200060933,Fishing vessel,Fishing vessel,,,
200084735,Fishing vessel,Fishing vessel,,,
200088007,Fishing vessel,Fishing vessel,,,
200088559,Fishing vessel,Fishing vessel,,,
200102989,Fishing vessel,Fishing vessel,,,
200123456,Fishing vessel,Fishing vessel,,,
200130215,Fishing vessel,Fishing vessel,,,
200140810,Fishing vessel,Fishing vessel,,,
200150105,Fishing vessel,Fishing vessel,,,
200150528,Fishing vessel,Fishing vessel,,,
200150612,Fishing vessel,Fishing vessel,,,
200150704,Fishing vessel,Fishing vessel,,,
200154633,Fishing vessel,Fishing vessel,,,
200188198,Fishing vessel,Fishing vessel,,,
200212002,Fishing vessel,Fishing vessel,,,
200336666,Fishing vessel,Fishing vessel,,,
200414818,Fishing vessel,Fishing vessel,,,
200583782,Fishing vessel,Fishing vessel,,,
200646089,Fishing vessel,Fishing vessel,,,
200801320,Fishing vessel,Fishing vessel,,,
200857777,Fishing vessel,Fishing vessel,,,
200888888,Fishing vessel,Fishing vessel,,,
200910121,Fishing vessel,Fishing vessel,,,
200952456,Fishing vessel,Fishing vessel,,,
201100000,Fishing vessel,Fishing vessel,,,ALB
201100153,Fishing vessel,Fishing vessel,,,ALB
201201205,Fishing vessel,Fishing vessel,,,ALB
201204022,Fishing vessel,Fishing vessel,,,ALB
201210158,Fishing vessel,Fishing vessel,,,ALB
201302101,Fishing vessel,Fishing vessel,,,ALB
201304278,Fishing vessel,Fishing vessel,,,ALB
201307228,Fishing vessel,Fishing vessel,,,ALB
201307238,Fishing vessel,Fishing vessel,,,ALB
201308158,Fishing vessel,Fishing vessel,,,ALB
201309068,Fishing vessel,Fishing vessel,,,ALB
201312078,Fishing vessel,Fishing vessel,,,ALB
201399999,Fishing vessel,Fishing vessel,,,ALB
201400317,Fishing vessel,Fishing vessel,,,ALB
201401106,Fishing vessel,Fishing vessel,,,ALB
201403058,Fishing vessel,Fishing vessel,,,ALB
201411000,Fishing vessel,Fishing vessel,,,ALB
201412276,Fishing vessel,Fishing vessel,,,ALB
201501188,Fishing vessel,Fishing vessel,,,ALB
201502000,Fishing vessel,Fishing vessel,,,ALB
201506250,Fishing vessel,Fishing vessel,,,ALB
201509240,Fishing vessel,Fishing vessel,,,ALB
201539399,Fishing vessel,Fishing vessel,,,ALB
201550155,Fishing vessel,Fishing vessel,,,ALB
201746785,Fishing vessel,Fishing vessel,,,ALB
201851,Drifting longlines,Drifting longlines,33.899999999999999,271.0,
204041000,Set gear,Set gillnets,20.0,89.090000000000003,PRT
204201240,Pole and line,Pole and line,26.5,149.97999999999999,PRT
204201270,Set gear,Set longlines,15.0,51.719999999999999,PRT
204201360,Fishing vessel,Fishing vessel,,,PRT
204201370,Fishing vessel,Fishing vessel,,,PRT
204201560,Pole and line,Pole and line,25.399999999999999,138.66,PRT
204202940,Fishing vessel,Fishing vessel,,,PRT
204203650,Fishing vessel,Fishing vessel,,,PRT
204204280,Fishing vessel,Fishing vessel,,,PRT
204204560,Pole and line,Pole and line,9.6500000000000004,8.2799999999999994,
204204780,Fishing vessel,Fishing vessel,,,PRT
204206740,Pole and line,Pole and line,20.0,77.390000000000001,PRT
204206750,Fishing vessel,Fishing vessel,,,PRT
204206760,Fishing vessel,Fishing vessel,,,PRT
204208790,Pole and line,Pole and line,24.0,98.319999999999993,PRT
204209570,Pole and line,Pole and line,25.0,148.41999999999999,PRT
